date	volume	high	low	open	close	adj_close	ticker	ropen	rhigh	rlow	rclose	rhi_100	rlo_100	rbo_100	rtt_50	rtt_20	rtt_5020	rema_50100	rema_100150	rema_50100150	rsma_50100	rsma_100150	rsma_50100150	hi1	lo1	hi2	lo2	hi3	lo3	hi4	lo4	rt	rg	flr	clg	rg_ch	rh1	rl1	rh2	rl2	rh3	rl3	rrg	rflr	rclg	rrg_ch	rbo_100_chg1D	rbo_100_chg1D_fx	rbo_100_PL_cum	rbo_100_returns	rbo_100_log_returns	rbo_100_cumul	stop_loss	rbo_100_PL_cum_fx	rbo_100_trading_edge	rbo_100_geometric_expectancy	rbo_100_kelly	rbo_100_constant	rbo_100_concave	rbo_100_convex	rbo_100_equal_weight	EUR	rtt_5020_chg1D	rtt_5020_chg1D_fx	rtt_5020_PL_cum	rtt_5020_returns	rtt_5020_log_returns	rtt_5020_cumul	rtt_5020_PL_cum_fx	rtt_5020_trading_edge	rtt_5020_geometric_expectancy	rtt_5020_kelly	rtt_5020_constant	rtt_5020_concave	rtt_5020_convex	rtt_5020_equal_weight	rema_50100150_chg1D	rema_50100150_chg1D_fx	rema_50100150_PL_cum	rema_50100150_returns	rema_50100150_log_returns	rema_50100150_cumul	rema_50100150_PL_cum_fx	rema_50100150_trading_edge	rema_50100150_geometric_expectancy	rema_50100150_kelly	rema_50100150_constant	rema_50100150_concave	rema_50100150_convex	rema_50100150_equal_weight	rsma_50100150_chg1D	rsma_50100150_chg1D_fx	rsma_50100150_PL_cum	rsma_50100150_returns	rsma_50100150_log_returns	rsma_50100150_cumul	rsma_50100150_PL_cum_fx	rsma_50100150_trading_edge	rsma_50100150_geometric_expectancy	rsma_50100150_kelly	rsma_50100150_constant	rsma_50100150_concave	rsma_50100150_convex	rsma_50100150_equal_weight	rrt	rrg_chg1D	rrg_chg1D_fx	rrg_PL_cum	rrg_returns	rrg_log_returns	rrg_cumul	rrg_PL_cum_fx	rrg_trading_edge	rrg_geometric_expectancy	rrg_kelly	rrg_constant	rrg_concave	rrg_convex	rrg_equal_weight
2016-01-20 08:00:00	845615	0.35	0.32	0.35	0.33	0.24	IMS.MI	0.4	0.4	0.37	0.38			0.0			0			0.0			0.0		0.32		0.32																0.0				-0.0	-0.0	0.0	-0.0	-0.0	0.0		0.0								1	-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0								-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0								-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0									-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0							
2016-01-21 08:00:00	896826	0.35	0.32	0.32	0.33	0.25	IMS.MI	0.35	0.39	0.35	0.37			0.0			0			0.0			0.0															0.35		0.35			0.0	0.35			0.0	0.0	0.0	0.0	0.0	0.0		0.0								1	0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0	0.0	0.0	0.0	0.0							
2016-01-22 08:00:00	574264	0.36	0.33	0.33	0.35	0.26	IMS.MI	0.36	0.39	0.36	0.38			0.0			0			0.0			0.0																				0.0				0.0	0.0	0.0	0.0	0.0	0.0		0.0								1	0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0	0.0	0.0	0.0	0.0							
2016-01-25 08:00:00	207617	0.36	0.35	0.36	0.35	0.26	IMS.MI	0.4	0.4	0.39	0.39			0.0			0			0.0			0.0	0.36													0.4						0.0				0.0	0.0	0.0	0.0	0.0	0.0		0.0								1	0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0	0.0	0.0	0.0	0.0							
2016-01-26 08:00:00	289577	0.36	0.33	0.35	0.35	0.26	IMS.MI	0.38	0.39	0.36	0.38			0.0			0			0.0			0.0															0.36					0.0				0.0	0.0	0.0	0.0	0.0	0.0		0.0								1	0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0	0.0	0.0	0.0	0.0							
2016-01-27 08:00:00	271298	0.36	0.35	0.35	0.35	0.26	IMS.MI	0.39	0.4	0.39	0.39			0.0			0			0.0			0.0														0.4						0.0				0.0	0.0	0.0	0.0	0.0	0.0		0.0								1	0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0	0.0	0.0	0.0	0.0							
2016-01-28 08:00:00	123813	0.35	0.34	0.35	0.34	0.25	IMS.MI	0.4	0.4	0.39	0.39			0.0			0			0.0			0.0		0.34																		0.0				-0.0	-0.0	0.0	-0.0	-0.0	0.0		0.0								1	-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0								-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0								-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0									-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0							
2016-01-29 08:00:00	129643	0.35	0.34	0.34	0.34	0.25	IMS.MI	0.38	0.39	0.38	0.38			0.0			0			0.0			0.0															0.38					0.0				0.0	0.0	0.0	0.0	0.0	0.0		0.0								1	0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0	0.0	0.0	0.0	0.0							
2016-02-01 08:00:00	1446522	0.4	0.35	0.35	0.39	0.29	IMS.MI	0.39	0.45	0.39	0.44			0.0			0			0.0			0.0																				0.0				0.0	0.0	0.0	0.0	0.0	0.0		0.0								1	0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0	0.0	0.0	0.0	0.0							
2016-02-02 08:00:00	734870	0.39	0.37	0.39	0.38	0.28	IMS.MI	0.45	0.45	0.43	0.44			0.0			0			0.0			0.0																				0.0				-0.0	-0.0	0.0	-0.0	-0.0	0.0		0.0								1	-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0								-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0								-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0									-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0							
2016-02-03 08:00:00	1254555	0.39	0.37	0.38	0.38	0.28	IMS.MI	0.45	0.46	0.44	0.45			0.0		1.0	0			0.0			0.0														0.46						0.0				0.0	0.0	0.0	0.0	0.0	0.0		0.0								1	0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0	0.0	0.0	0.0	0.0							
2016-02-04 08:00:00	1284870	0.39	0.35	0.38	0.39	0.29	IMS.MI	0.45	0.46	0.41	0.46			0.0		1.0	0			0.0			0.0															0.41					0.0				0.0	0.0	0.0	0.0	0.0	0.0		0.0								1	0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0	0.0	0.0	0.0	0.0							
2016-02-05 08:00:00	515445	0.4	0.38	0.39	0.39	0.29	IMS.MI	0.47	0.48	0.46	0.47			0.0		1.0	0			0.0			0.0	0.4		0.4											0.48		0.48				0.0				0.0	0.0	0.0	0.0	0.0	0.0		0.0								1	0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0	0.0	0.0	0.0	0.0							
2016-02-08 08:00:00	560505	0.39	0.34	0.39	0.36	0.26	IMS.MI	0.49	0.49	0.43	0.45			0.0		1.0	0			0.0			0.0																				0.0				-0.0	-0.0	0.0	-0.0	-0.0	0.0		0.0								1	-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0								-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0								-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0									-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0							
2016-02-09 08:00:00	1141585	0.36	0.33	0.34	0.35	0.26	IMS.MI	0.44	0.47	0.43	0.46			0.0		1.0	0			0.0			0.0		0.33		0.33																0.0				-0.0	-0.0	0.0	-0.0	-0.0	0.0		0.0								1	-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0								-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0								-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0									-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0							
2016-02-10 08:00:00	987262	0.37	0.35	0.35	0.35	0.26	IMS.MI	0.43	0.46	0.43	0.43			0.0		1.0	0			0.0			0.0	0.37														0.43					0.0				0.0	0.0	0.0	0.0	0.0	0.0		0.0								1	0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0	0.0	0.0	0.0	0.0							
2016-02-11 08:00:00	845331	0.35	0.34	0.35	0.34	0.25	IMS.MI	0.46	0.46	0.45	0.45			0.0		1.0	0			0.0			0.0		0.34												0.46						0.0				-0.0	-0.0	0.0	-0.0	-0.0	0.0		0.0								1	-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0								-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0								-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0									-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0							
2016-02-12 08:00:00	219939	0.35	0.33	0.35	0.35	0.26	IMS.MI	0.44	0.44	0.41	0.44			0.0		1.0	0			0.0			0.0															0.41		0.41			0.0				0.0	0.0	0.0	0.0	0.0	0.0		0.0								1	0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0	0.0	0.0	0.0	0.0							
2016-02-15 08:00:00	503860	0.38	0.35	0.36	0.38	0.28	IMS.MI	0.44	0.46	0.43	0.46			0.0		1.0	0			0.0			0.0																				0.0				0.0	0.0	0.0	0.0	0.0	0.0		0.0								1	0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0	0.0	0.0	0.0	0.0							
2016-02-16 08:00:00	165124	0.38	0.37	0.37	0.38	0.28	IMS.MI	0.45	0.46	0.45	0.46			0.0		1.0	0			0.0			0.0																				0.0				0.0	0.0	0.0	0.0	0.0	0.0		0.0								1	0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0	0.0	0.0	0.0	0.0							
2016-02-17 08:00:00	931247	0.41	0.39	0.39	0.4	0.3	IMS.MI	0.47	0.49	0.47	0.48			0.0		1.0	0			0.0			0.0																				0.0				0.0	0.0	0.0	0.0	0.0	0.0		0.0								1	0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0	0.0	0.0	0.0	0.0							
2016-02-18 08:00:00	330051	0.43	0.41	0.41	0.42	0.31	IMS.MI	0.5	0.52	0.5	0.51			0.0		1.0	0			0.0			0.0	0.43													0.52						0.0				0.0	0.0	0.0	0.0	0.0	0.0		0.0								1	0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0	0.0	0.0	0.0	0.0							
2016-02-19 08:00:00	110636	0.42	0.4	0.42	0.41	0.3	IMS.MI	0.51	0.51	0.49	0.5			0.0		1.0	0			0.0			0.0		0.4																		0.0				-0.0	-0.0	0.0	-0.0	-0.0	0.0		0.0								1	-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0								-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0								-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0									-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0							
2016-02-22 08:00:00	78198	0.42	0.4	0.42	0.41	0.3	IMS.MI	0.5	0.5	0.47	0.49			0.0		1.0	0			0.0			0.0															0.47					0.0				0.0	0.0	0.0	0.0	0.0	0.0		0.0								1	0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0	0.0	0.0	0.0	0.0							
2016-02-23 08:00:00	113069	0.44	0.41	0.41	0.43	0.32	IMS.MI	0.5	0.53	0.5	0.52			0.0		1.0	0			0.0			0.0	0.44																			0.0				0.0	0.0	0.0	0.0	0.0	0.0		0.0								1	0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0	0.0	0.0	0.0	0.0							
2016-02-24 08:00:00	253612	0.44	0.41	0.44	0.42	0.31	IMS.MI	0.55	0.55	0.51	0.52			0.0		1.0	0			0.0			0.0														0.55		0.55		0.55		0.0				-0.0	-0.0	0.0	-0.0	-0.0	0.0		0.0								1	-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0								-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0								-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0									-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0							
2016-02-25 08:00:00	213766	0.43	0.41	0.42	0.41	0.3	IMS.MI	0.51	0.52	0.5	0.5			0.0		1.0	0			0.0			0.0		0.41																		0.0				-0.0	-0.0	0.0	-0.0	-0.0	0.0		0.0								1	-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0								-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0								-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0									-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0							
2016-02-26 08:00:00	153659	0.42	0.41	0.41	0.42	0.31	IMS.MI	0.49	0.5	0.49	0.5			0.0		1.0	0			0.0			0.0															0.49					0.0				0.0	0.0	0.0	0.0	0.0	0.0		0.0								1	0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0	0.0	0.0	0.0	0.0							
2016-02-29 08:00:00	204480	0.44	0.41	0.41	0.44	0.32	IMS.MI	0.48	0.52	0.48	0.52			0.0		1.0	0			0.0			0.0														0.52						0.0				0.0	0.0	0.0	0.0	0.0	0.0		0.0								1	0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0	0.0	0.0	0.0	0.0							
2016-03-01 08:00:00	219093	0.44	0.43	0.44	0.43	0.32	IMS.MI	0.51	0.51	0.49	0.49			0.0		1.0	0			0.0			0.0																				0.0				-0.0	-0.0	0.0	-0.0	-0.0	0.0		0.0								1	-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0								-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0								-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0									-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0							
2016-03-02 08:00:00	175156	0.44	0.42	0.42	0.43	0.32	IMS.MI	0.48	0.5	0.48	0.49			0.0		1.0	0			0.0			0.0																				0.0				0.0	0.0	0.0	0.0	0.0	0.0		0.0								1	0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0	0.0	0.0	0.0	0.0							
2016-03-03 08:00:00	255696	0.43	0.42	0.42	0.43	0.32	IMS.MI	0.47	0.49	0.47	0.49			0.0		1.0	0			0.0			0.0															0.47		0.47			0.0				0.0	0.0	0.0	0.0	0.0	0.0		0.0								1	0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0	0.0	0.0	0.0	0.0							
2016-03-04 08:00:00	75248	0.43	0.42	0.43	0.43	0.32	IMS.MI	0.49	0.49	0.48	0.49			0.0		1.0	0			0.0			0.0																				0.0				0.0	0.0	0.0	0.0	0.0	0.0		0.0								1	0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0	0.0	0.0	0.0	0.0							
2016-03-07 08:00:00	523033	0.45	0.42	0.42	0.45	0.33	IMS.MI	0.48	0.52	0.48	0.52			0.0		1.0	0			0.0			0.0																				0.0				0.0	0.0	0.0	0.0	0.0	0.0		0.0								1	0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0	0.0	0.0	0.0	0.0							
2016-03-08 08:00:00	240329	0.45	0.44	0.45	0.45	0.33	IMS.MI	0.52	0.52	0.51	0.52			0.0		1.0	0			0.0			0.0	0.45													0.52						0.0				0.0	0.0	0.0	0.0	0.0	0.0		0.0								1	0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0	0.0	0.0	0.0	0.0							
2016-03-09 08:00:00	100779	0.45	0.44	0.45	0.44	0.33	IMS.MI	0.51	0.51	0.5	0.5			0.0		1.0	0			0.0			0.0		0.44	0.45		0.45										0.5					0.0				-0.0	-0.0	0.0	-0.0	-0.0	0.0		0.0								1	-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0								-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0								-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0									-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0							
2016-03-10 08:00:00	32677	0.45	0.44	0.45	0.45	0.33	IMS.MI	0.51	0.51	0.5	0.51			0.0		1.0	0			0.0			0.0	0.45													0.51						0.0				0.0	0.0	0.0	0.0	0.0	0.0		0.0								1	0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0	0.0	0.0	0.0	0.0							
2016-03-11 08:00:00	282562	0.45	0.42	0.43	0.42	0.31	IMS.MI	0.47	0.49	0.46	0.46			0.0		1.0	0			0.0			0.0																				0.0				-0.0	-0.0	0.0	-0.0	-0.0	0.0		0.0								1	-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0								-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0								-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0									-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0							
